Match,FirstPlayer,SecondPlayer,Game,Winner,Fair,FirstFighter,FirstFighter2,FirstFighter3,SecondFighter,SecondFighter2,SecondFighter3
1,FallenGameR,Pobeditel,Tekken 7,FallenGameR,true,Eliza,,,Steve Fox,,,
2,FallenGameR,Pobeditel,Tekken 7,Pobeditel,true,Miguel,,,Heihachi Mishima,,,
3,FallenGameR,Pobeditel,Tekken 7,FallenGameR,false,Shaheen,,,Armor King,,,
4,FallenGameR,Pobeditel,Tekken 7,FallenGameR,false,Ling Xiaoyu,,,Anna Williams,,,
5,FallenGameR,Pobeditel,Tekken 7,FallenGameR,true,Leo,,,Feng Wei,,,
6,FallenGameR,Pobeditel,Tekken 7,FallenGameR,false,Marduk,,,Lili,,,
7,FallenGameR,Pobeditel,Tekken 7,FallenGameR,false,Kuma,,,Jack-7,,,
8,FallenGameR,Pobeditel,Tekken 7,FallenGameR,false,Yoshimitsu,,,King,,,
9,FallenGameR,Pobeditel,Tekken 7,FallenGameR,false,Master Raven,,,Marshall Law,,,
10,FallenGameR,Pobeditel,Tekken 7,FallenGameR,true,Master Raven,,,Lei Wulong,,,
11,FallenGameR,Pobeditel,Tekken 7,FallenGameR,true,Katarina Alves,,,Sergei Dragunov,,,
12,FallenGameR,Pobeditel,Tekken 7,FallenGameR,true,Kazumi Mishima,,,Akuma,,,
13,FallenGameR,Pobeditel,Tekken 7,Pobeditel,true,Kuma,,,Paul Phoenix,,,
14,FallenGameR,Pobeditel,Tekken 7,FallenGameR,true,Nina Williams,,,Lee Chaolan,,,
15,FallenGameR,Pobeditel,Tekken 7,Pobeditel,true,Paul Phoenix,,,Yoshimitsu,,,
16,FallenGameR,Pobeditel,Tekken 7,FallenGameR,true,Master Raven,,,Jack-7,,,
17,FallenGameR,Pobeditel,Tekken 7,FallenGameR,false,Akuma,,,Leo,,,
18,FallenGameR,Pobeditel,Tekken 7,FallenGameR,true,Steve Fox,,,Nina Williams,,,
19,FallenGameR,Pobeditel,Tekken 7,FallenGameR,false,Geese Howard,,,Gigas,,,
20,FallenGameR,Pobeditel,King of Fighters,Pobeditel,true,Verse,,,Chang,,,
21,FallenGameR,Pobeditel,King of Fighters,Pobeditel,true,Alice,,,Athena,,,
22,FallenGameR,Pobeditel,King of Fighters,FallenGameR,true,Terry,,,Mature,,,
23,FallenGameR,Pobeditel,King of Fighters,FallenGameR,true,Meitenkun,,,Bandeiras,,,
24,FallenGameR,Pobeditel,King of Fighters,FallenGameR,true,Kyo,,,Meitenkun,,,
25,FallenGameR,Pobeditel,King of Fighters,FallenGameR,true,Meitenkun,,,Ramon,,,
26,FallenGameR,Pobeditel,King of Fighters,FallenGameR,true,Maxima,,,Goro,,,
